City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
401,Tete,MZ,2023-01-26 00:09:06,-16.1564,33.5867,72.73,95,100,1.14
402,Sohag,EG,2023-01-26 00:07:07,26.557,31.6948,55.71,52,0,6.69
403,Qalyub,EG,2023-01-26 00:09:06,30.1792,31.2056,57.99,76,0,6.8
404,Nome,US,2023-01-26 00:09:06,64.5011,-165.4064,-7.53,59,75,4.61
405,Molochnoye,RU,2023-01-26 00:09:07,59.2917,39.6787,33.03,96,100,15.59
406,Berlevag,NO,2023-01-26 00:09:07,70.8578,29.0864,33.75,75,100,27.63
407,Labuan,MY,2023-01-26 00:09:07,5.2767,115.2417,79.48,79,84,6.04
408,Manokwari,ID,2023-01-26 00:09:08,-0.8667,134.0833,82.27,74,95,8.39
409,Lixourion,GR,2023-01-26 00:09:08,38.2019,20.4314,56.01,84,100,25.19
410,Nordby,DK,2023-01-26 00:10:08,55.446,8.3979,43.05,96,100,1.14
411,Masterton,NZ,2023-01-26 00:10:09,-40.9597,175.6575,71.89,49,57,1.61
412,Solvychegodsk,RU,2023-01-26 00:10:09,61.3305,46.9156,32.16,92,100,14.94
413,Atlantic City,US,2023-01-26 00:06:49,39.3643,-74.4229,51.98,94,100,21.85
414,Adeje,ES,2023-01-26 00:10:10,28.1227,-16.726,63.01,57,20,28.77
415,Virginia Beach,US,2023-01-26 00:10:10,36.8529,-75.978,61.05,79,100,11.5
416,Fallon,US,2023-01-26 00:10:10,39.4735,-118.7774,42.67,60,40,5.75
417,Royan,FR,2023-01-26 00:10:11,45.6285,-1.0281,33.78,83,100,5.26
418,Sitka,US,2023-01-26 00:10:11,57.0531,-135.33,44.49,93,100,12.66
419,Kidal,ML,2023-01-26 00:10:11,18.4411,1.4078,74.03,15,55,11.12
420,Prieska,ZA,2023-01-26 00:10:12,-29.6641,22.7474,78.67,15,34,3.51
421,Acajutla,SV,2023-01-26 00:10:12,13.5928,-89.8275,80.87,72,77,9.04
422,Hofn,IS,2023-01-26 00:10:12,64.2539,-15.2082,33.98,73,100,11.03
423,Ormara,PK,2023-01-26 00:10:13,25.2088,64.6357,58.84,33,0,14.45
424,Mumford,GH,2023-01-26 00:10:13,5.2618,-0.759,79.5,89,0,8.75
425,Kilindoni,TZ,2023-01-26 00:10:13,-7.9139,39.6668,80.69,79,78,13.73
426,Soure,BR,2023-01-26 00:10:14,-0.7167,-48.5233,75.47,90,91,7.81
427,Zabol,AF,2023-01-26 00:10:14,32.25,67.25,20.32,69,5,6.35
428,Islamkot,PK,2023-01-26 00:10:14,24.6997,70.177,50.36,14,20,11.83
429,Saldanha,ZA,2023-01-26 00:10:15,-33.0117,17.9442,62.87,84,22,19.62
430,Worthington,US,2023-01-26 00:10:15,40.0931,-83.018,39.25,85,100,23.02
431,Wanning,CN,2023-01-26 00:10:15,18.8003,110.3967,61.68,91,31,5.5
432,Uribia,CO,2023-01-26 00:10:16,11.7139,-72.266,79.79,65,69,15.9
433,Chinchani,IN,2023-01-26 00:10:16,19.8667,72.7,63.95,47,31,14.9
434,Parakai,NZ,2023-01-26 00:10:16,-36.65,174.4333,76.24,56,68,15.14
435,Fredericton,CA,2023-01-26 00:10:17,45.9454,-66.6656,14.43,70,100,3.11
436,Baherden,TM,2023-01-26 00:10:17,38.4362,57.4316,31.28,42,0,5.1
437,Chico,US,2023-01-26 00:10:13,39.7285,-121.8375,67.89,39,0,14.97
438,Carauari,BR,2023-01-26 00:08:47,-4.8828,-66.8958,73.76,96,93,2.28
439,Fukue,JP,2023-01-26 00:10:18,32.6881,128.8419,45.66,73,100,8.16
440,Nuqui,CO,2023-01-26 00:10:18,5.7125,-77.2708,78.57,87,100,5.61
441,Ayagoz,KZ,2023-01-26 00:10:18,47.9714,80.4392,-11.04,99,87,2.51
442,Arad,RO,2023-01-26 00:10:19,46.3333,21.75,35.91,68,40,4.43
443,Nicoya,CR,2023-01-26 00:10:19,10.1483,-85.452,79.38,74,85,5.75
444,Hazorasp,UZ,2023-01-26 00:10:20,41.3194,61.0742,19.24,51,98,5.23
445,Awjilah,LY,2023-01-26 00:10:20,29.1081,21.2869,60.17,38,80,18.99
446,Buchanan,LR,2023-01-26 00:10:20,5.8808,-10.0467,75.79,89,85,7.54
447,Jiuquan,CN,2023-01-26 00:10:21,39.7432,98.5174,6.04,72,67,6.15
448,Coihaique,CL,2023-01-26 00:10:21,-45.5752,-72.0662,51.75,76,40,4.61
449,Talnakh,RU,2023-01-26 00:10:21,69.4865,88.3972,-3.8,92,100,17.74
450,Pavlohrad,UA,2023-01-26 00:10:22,48.5167,35.8667,27.81,61,0,4.81
451,Quelimane,MZ,2023-01-26 00:10:22,-17.8786,36.8883,75.65,93,96,8.55
452,Marand,IR,2023-01-26 00:10:23,38.4329,45.7749,23.85,60,3,1.68
453,Gemena,CD,2023-01-26 00:10:23,3.25,19.7667,72.95,39,39,2.24
454,Nchelenge,ZM,2023-01-26 00:10:23,-9.3451,28.734,69.21,84,100,3.44
455,Fauske,NO,2023-01-26 00:10:24,67.2588,15.3918,35.78,89,100,6.91
456,Praia,CV,2023-01-26 00:10:24,14.9215,-23.5087,69.39,74,91,6.17
457,Moose Factory,CA,2023-01-26 00:11:25,51.2585,-80.6094,-11.22,84,75,4.61
458,Matara,LK,2023-01-26 00:11:25,5.9485,80.5353,72.14,89,88,3.27
459,Ostrovnoy,RU,2023-01-26 00:11:26,68.0531,39.5131,21.67,92,91,20.47
460,Sao Jose Da Coroa Grande,BR,2023-01-26 00:11:26,-8.8978,-35.1478,78.96,74,3,12.39
461,Rach Gia,VN,2023-01-26 00:11:26,10.0167,105.0833,73.36,66,100,10.11
462,Antalaha,MG,2023-01-26 00:11:27,-14.9003,50.2788,74.48,90,100,4.76
463,Tambovka,RU,2023-01-26 00:11:27,50.0969,128.0489,-42.2,100,61,1.92
464,Chaihe,CN,2023-01-26 00:11:28,44.7667,129.7,-16.42,97,23,0.92
465,Saint-Augustin,CA,2023-01-26 00:11:28,51.226,-58.6502,-1.08,78,2,7.74
466,Sao Joao Da Barra,BR,2023-01-26 00:07:38,-21.6403,-41.0511,74.17,91,69,9.08
467,Pangai,TO,2023-01-26 00:07:19,-19.8,-174.35,82.98,69,7,3.22
468,Ahuimanu,US,2023-01-26 00:11:29,21.4447,-157.8378,82.11,58,40,16.11
469,Tweed,CA,2023-01-26 00:11:29,44.4751,-77.3162,27.59,95,100,13.85
470,Belmonte,BR,2023-01-26 00:11:30,-15.8631,-38.8828,78.75,79,100,8.99
471,Yashkul,RU,2023-01-26 00:11:30,46.1711,45.3435,25.27,68,0,7.36
472,La Cumbre,AR,2023-01-26 00:11:30,-30.982,-64.4914,70.18,65,19,4.29
473,Inyonga,TZ,2023-01-26 00:11:31,-6.7167,32.0667,62.55,95,89,3.56
474,Iqaluit,CA,2023-01-26 00:06:47,63.7506,-68.5145,-35.09,89,56,5.35
475,Alexandria,EG,2023-01-26 00:11:31,31.2156,29.9553,57.42,70,0,6.08
476,Kintampo,GH,2023-01-26 00:11:32,8.0563,-1.7306,84.09,25,1,4.83
477,Bandiagara,ML,2023-01-26 00:11:32,14.3501,-3.6104,80.1,15,5,8.66
478,Mount Gambier,AU,2023-01-26 00:11:33,-37.8333,140.7667,66.22,42,31,8.14
479,Rock Sound,BS,2023-01-26 00:11:33,24.9,-76.2,77.27,74,10,15.5
480,Olafsvik,IS,2023-01-26 00:11:34,64.8945,-23.7142,40.53,86,100,26.82
481,Kodiak,US,2023-01-26 00:11:34,57.79,-152.4072,42.31,70,0,12.66
482,Arlit,NE,2023-01-26 00:11:34,18.7369,7.3853,74.05,13,36,7.16
483,Chinsali,ZM,2023-01-26 00:11:35,-10.5414,32.0816,62.06,96,100,5.03
484,Grand Gaube,MU,2023-01-26 00:11:35,-20.0064,57.6608,74.37,90,100,4.0
485,Medicine Hat,CA,2023-01-26 00:10:16,50.0501,-110.6683,34.84,85,89,1.01
486,Honningsvag,NO,2023-01-26 00:11:36,70.9821,25.9704,33.55,69,100,18.41
487,Lugde,DE,2023-01-26 00:11:36,51.9583,9.2471,29.17,93,88,2.55
488,Guarapari,BR,2023-01-26 00:11:36,-20.6667,-40.4975,73.89,92,100,6.62
489,Takestan,IR,2023-01-26 00:11:37,36.0696,49.6959,28.04,79,26,2.21
490,Linkoping,SE,2023-01-26 00:11:37,58.4109,15.6216,39.58,89,100,12.66
491,Blackwater,AU,2023-01-26 00:11:37,-23.5833,148.8833,85.57,44,33,8.93
492,Deputatskiy,RU,2023-01-26 00:11:38,69.3,139.9,-36.27,98,74,2.08
493,Truth Or Consequences,US,2023-01-26 00:06:53,33.1284,-107.2528,46.9,29,0,12.66
494,Longyearbyen,SJ,2023-01-26 00:11:38,78.2186,15.6401,13.84,62,40,17.27
495,Chilca,PE,2023-01-26 00:11:39,-12.5211,-76.7372,72.55,81,79,5.03
496,Okhotsk,RU,2023-01-26 00:11:39,59.3833,143.3,-9.69,76,100,23.71
497,Mezen,RU,2023-01-26 00:11:39,65.8522,44.24,28.35,97,100,8.86
498,Vila Velha,BR,2023-01-26 00:08:49,-20.3297,-40.2925,73.94,97,100,5.39
499,Kenai,US,2023-01-26 00:11:40,60.5544,-151.2583,39.29,92,20,12.66
500,Susanville,US,2023-01-26 00:09:39,40.4163,-120.653,43.81,66,0,5.01
501,Camacha,PT,2023-01-26 00:11:40,33.0833,-16.3333,56.62,63,40,17.27
502,Jacmel,HT,2023-01-26 00:12:41,18.2342,-72.5347,80.44,76,82,6.98
503,Payo,ID,2023-01-26 00:12:41,-3.7508,103.6372,72.43,95,100,1.88
504,Lugo,ES,2023-01-26 00:12:41,43.0,-7.5,40.77,81,42,3.0
505,Haimen,CN,2023-01-26 00:12:42,23.1935,116.6142,53.87,62,100,9.66
506,Isangel,VU,2023-01-26 00:12:42,-19.55,169.2667,89.71,62,20,4.61
507,Catuday,PH,2023-01-26 00:12:42,16.2923,119.8062,73.51,67,29,12.46
508,Moerai,PF,2023-01-26 00:12:43,-22.4333,-151.3333,79.36,82,3,13.09
509,Rawson,AR,2023-01-26 00:12:43,-43.3002,-65.1023,71.51,36,99,4.68
510,Hearst,CA,2023-01-26 00:12:43,49.6835,-83.6665,-1.32,100,100,3.29
511,Livadiya,RU,2023-01-26 00:12:44,42.8692,132.6764,5.4,59,0,8.84
512,Mayo,US,2023-01-26 00:11:46,38.8876,-76.5119,55.51,93,100,17.27
513,Bam,IR,2023-01-26 00:12:44,29.106,58.357,37.47,39,71,0.67
514,Nyurba,RU,2023-01-26 00:12:45,63.2842,118.3319,-53.0,100,98,2.17
515,Saint Peter,BB,2023-01-26 00:12:45,13.25,-59.6167,75.76,73,17,20.98
516,Binga,ZW,2023-01-26 00:12:45,-17.6203,27.3414,67.1,91,100,1.32
517,Caraquet,CA,2023-01-26 00:10:55,47.7941,-64.9386,7.81,86,98,5.64
518,Kununurra,AU,2023-01-26 00:11:49,-15.7667,128.7333,78.78,94,75,5.75
519,Stornoway,GB,2023-01-26 00:12:46,58.2093,-6.3865,43.03,91,100,8.05
520,Sokolo,ML,2023-01-26 00:12:46,14.7328,-6.1219,82.31,15,66,8.14
521,Te Anau,NZ,2023-01-26 00:12:46,-45.4167,167.7167,73.27,39,35,8.28
522,Rosario,AR,2023-01-26 00:10:14,-32.9468,-60.6393,86.95,56,77,1.99
523,Bay Roberts,CA,2023-01-26 00:12:47,47.5999,-53.2648,31.33,72,12,5.99
524,Novoagansk,RU,2023-01-26 00:12:47,61.9449,76.6625,9.0,93,99,13.96
525,Manono,CD,2023-01-26 00:12:47,-7.3,27.4167,65.82,97,100,2.28
526,Winnemucca,US,2023-01-26 00:09:43,40.973,-117.7357,39.25,65,0,0.0
527,Walvis Bay,NA,2023-01-26 00:12:48,-22.9575,14.5053,61.09,82,20,6.49
528,Puerto Cabezas,NI,2023-01-26 00:12:48,14.0351,-83.3888,75.78,88,50,8.7
529,Olhao,PT,2023-01-26 00:12:49,37.0286,-7.8411,48.09,57,0,9.22
530,Taltal,CL,2023-01-26 00:12:49,-25.4,-70.4833,69.21,83,26,4.07
531,Villanueva De La Serena,ES,2023-01-26 00:12:49,38.9766,-5.7974,33.62,79,82,0.94
532,Akdepe,TM,2023-01-26 00:12:50,42.0551,59.3788,27.79,49,100,5.53
533,Sobolevo,RU,2023-01-26 00:12:50,54.4299,31.8996,27.36,75,97,8.55
534,San Policarpo,PH,2023-01-26 00:12:50,12.1791,125.5072,78.85,88,100,20.24
535,Iskateley,RU,2023-01-26 00:12:51,67.6803,53.1512,21.96,97,100,4.18
536,Sena Madureira,BR,2023-01-26 00:12:51,-9.0656,-68.6569,73.42,98,76,2.98
537,Kizema,RU,2023-01-26 00:12:51,61.113,44.8302,32.61,95,100,14.03
538,Bahia Honda,CU,2023-01-26 00:12:51,22.9036,-83.1592,75.83,78,23,7.85
539,Barcelos,PT,2023-01-26 00:10:32,41.5388,-8.6151,43.92,83,1,5.14
540,Puerto Quijarro,BO,2023-01-26 00:12:52,-17.7833,-57.7667,76.44,90,58,0.38
541,Nabire,ID,2023-01-26 00:12:52,-3.3667,135.4833,79.05,83,100,2.08
542,Zhanakorgan,KZ,2023-01-26 00:12:53,43.9098,67.2495,22.73,70,67,3.58
543,Hays,US,2023-01-26 00:12:53,30.0502,-98.0336,52.29,52,0,5.01
544,Tanggul,ID,2023-01-26 00:12:53,-8.1645,113.4525,77.36,90,100,3.42
545,Qaqortoq,GL,2023-01-26 00:12:54,60.7167,-46.0333,33.01,98,100,13.2
546,Shenjiamen,CN,2023-01-26 00:12:54,29.9576,122.298,43.36,75,15,6.31
547,Bilibino,RU,2023-01-26 00:12:55,68.0546,166.4372,-21.57,75,57,4.63
548,Banda Aceh,ID,2023-01-26 00:12:55,5.5577,95.3222,75.83,85,89,8.28
549,Penzance,GB,2023-01-26 00:12:55,50.1186,-5.5371,43.48,75,69,26.22
550,Piney Green,US,2023-01-26 00:12:56,34.716,-77.3202,69.73,94,75,13.8
551,Lafia,NG,2023-01-26 00:13:56,8.4833,8.5167,81.86,15,5,2.57
552,Yar-Sale,RU,2023-01-26 00:13:56,66.8333,70.8333,6.53,91,56,11.99
553,Aleksandrovsk-Sakhalinskiy,RU,2023-01-26 00:13:56,50.8975,142.1561,-3.95,97,100,13.33
554,Sakakah,SA,2023-01-26 00:13:57,29.9697,40.2064,47.73,54,0,5.75
555,Marienburg,PL,2023-01-26 00:13:57,54.0359,19.0266,30.85,91,96,5.82
556,Kasangulu,CD,2023-01-26 00:13:58,-4.5911,15.1708,70.52,91,80,2.46
557,Conde,BR,2023-01-26 00:10:23,-7.2597,-34.9075,77.68,73,0,10.94
558,Darlawn,IN,2023-01-26 00:13:59,24.0167,92.9,49.68,74,73,3.42
559,Davila,PH,2023-01-26 00:13:59,18.4726,120.5763,72.05,73,45,12.62
560,Kadrina,EE,2023-01-26 00:13:59,59.3347,26.145,35.15,98,100,11.48
561,Amol,IR,2023-01-26 00:14:00,36.4696,52.3507,38.39,81,22,2.59
562,Aleksandrovskiy Zavod,RU,2023-01-26 00:12:23,50.9237,117.9374,-32.71,99,98,1.77
563,Cizre,TR,2023-01-26 00:14:00,37.3272,42.1903,40.21,70,40,6.91
564,Mendi,PG,2023-01-26 00:14:01,-6.1761,143.6513,59.97,91,100,1.83
565,Cap Malheureux,MU,2023-01-26 00:14:01,-19.9842,57.6142,74.46,90,100,4.0
566,Saint-Joseph,RE,2023-01-26 00:14:01,-21.3667,55.6167,73.78,87,100,6.51
567,Teofilo Otoni,BR,2023-01-26 00:14:02,-17.8575,-41.5053,71.94,97,100,2.48
568,Merauke,ID,2023-01-26 00:14:02,-8.4667,140.3333,81.45,83,93,7.81
569,Pogar,RU,2023-01-26 00:14:03,52.554,33.2591,18.84,92,15,3.78
570,Zaigrayevo,RU,2023-01-26 00:14:03,51.8336,108.2703,0.7,91,100,8.77
571,Jinhua,CN,2023-01-26 00:10:40,29.1078,119.6547,34.9,57,1,0.56
572,Zyryanskoye,RU,2023-01-26 00:14:04,56.8306,86.6258,17.56,91,100,17.4
573,Colares,PT,2023-01-26 00:14:04,38.7992,-9.4469,48.09,64,0,21.99
574,Nuevitas,CU,2023-01-26 00:14:05,21.5453,-77.2644,76.06,75,2,11.56
575,Peekskill,US,2023-01-26 00:14:05,41.2901,-73.9204,40.95,93,100,4.0
576,Kaeo,NZ,2023-01-26 00:14:06,-35.1,173.7833,69.44,80,86,14.65
577,Dehui,CN,2023-01-26 00:14:06,44.5333,125.7,-7.11,93,8,3.02
578,Cabo San Lucas,MX,2023-01-26 00:14:06,22.8909,-109.9124,73.51,38,100,4.61
579,Igrim,RU,2023-01-26 00:14:07,63.1906,64.4162,17.64,94,100,13.6
580,Chernyshevsk,RU,2023-01-26 00:14:07,52.5243,117.0174,-38.34,100,78,0.13
581,Dongli,CN,2023-01-26 00:14:07,23.5656,116.8194,51.84,51,95,4.38
582,Araouane,ML,2023-01-26 00:14:08,18.9048,-3.5265,71.85,16,91,8.43
583,Mantua,IT,2023-01-26 00:14:08,45.1667,10.7833,41.61,82,33,3.0
584,Ambon,ID,2023-01-26 00:14:09,-3.6954,128.1814,77.14,94,20,8.05
585,Piripiri,BR,2023-01-26 00:14:09,-4.2733,-41.7769,72.97,94,96,4.61
586,Anloga,GH,2023-01-26 00:14:10,5.7947,0.8973,80.78,86,2,11.54
587,La Ronge,CA,2023-01-26 00:14:10,55.1001,-105.2842,1.94,99,91,1.72
588,Samarina,RU,2023-01-26 00:14:10,57.8878,27.8054,34.43,92,100,10.74
589,Maceio,BR,2023-01-26 00:14:11,-9.6658,-35.7353,79.14,76,5,12.28
590,Portales,US,2023-01-26 00:14:11,34.1862,-103.3344,35.13,78,78,3.09
591,Howard Springs,AU,2023-01-26 00:14:11,-12.497,131.047,82.81,99,100,8.14
592,Maridi,SS,2023-01-26 00:14:12,4.9158,29.4742,74.82,41,63,0.58
593,Terra Santa,BR,2023-01-26 00:14:12,-2.1042,-56.4869,73.81,93,97,0.65
594,Tarko-Sale,RU,2023-01-26 00:14:13,64.9225,77.785,7.5,95,99,10.83
595,Bafoulabe,ML,2023-01-26 00:14:13,13.8065,-10.8321,83.59,14,81,4.27
596,Esso,RU,2023-01-26 00:14:13,55.9333,158.7,21.16,89,100,42.41
597,Karaman,TR,2023-01-26 00:14:14,37.0833,33.25,32.29,84,2,3.22
598,Rena,NO,2023-01-26 00:09:23,61.1348,11.3641,24.17,96,91,4.16
599,Soe,ID,2023-01-26 00:15:14,-9.8607,124.284,73.18,79,82,1.32
600,Beidao,CN,2023-01-26 00:15:14,34.5686,105.8933,28.29,26,99,4.92
601,Mahanje,TZ,2023-01-26 00:15:15,-9.9333,35.3333,64.29,95,100,2.44
602,Bowen,AU,2023-01-26 00:12:39,-20.0167,148.2333,82.0,65,42,11.86
